M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10
I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10
I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
F,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
F,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5
I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10
I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
M,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10
F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21
I,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,8
I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9
F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4
M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
I,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7
M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7
F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
M,0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6
M,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12
I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
F,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
M,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
I,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7
M,0.595,0.5,0.165,1.06,0.402,0.28,0.275,11
I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5
I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
I,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6
F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
F,0.655,0.455,0.17,1.275,0.583,0.303,0.333,8
I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7
M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
M,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
M,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8
M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12
M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8
F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
I,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,5
M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
I,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11
I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10
M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,7
M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8
M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,14
M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
M,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12
F,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12
M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
I,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7
M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
I,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8
M,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,9
I,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
M,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9
I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9
F,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044,5
F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13
I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
M,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11
M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
I,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7
F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9
I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,13
F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12
M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
M,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
F,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9
M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
M,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
I,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,11
F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13
M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7
I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,9
I,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,8
F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8
I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6
I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6
F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8
M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13
I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12
I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8
F,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,10
M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12
I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6
F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,9
F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
F,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9
F,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10
F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,8
I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,16
M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
F,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
F,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8
M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8
F,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
M,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9
F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13
F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9
M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
F,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
I,0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5
I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15
M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11
F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16
F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10
I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9
M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10
I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,13
F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,8
F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
F,0.47,0.365,0.12,0.582,0.29,0.092,0.146,8
F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
M,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12
M,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12
I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7
I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,17
I,0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8
I,0.56,0.42,0.14,0.837,0.414,0.214,0.2,8
F,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9
M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
M,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13
I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
M,0.63,0.505,0.155,1.105,0.492,0.226,0.325,11
M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11
F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4
I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
F,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
M,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
M,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10
M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5
F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12
F,0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10
F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10
M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,9
M,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,12
M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
M,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8
M,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11
I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11
F,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
F,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11
M,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
I,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,6
I,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11
I,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6
I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
F,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9
M,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
M,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,15
F,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9
F,0.595,0.475,0.17,1.247,0.48,0.225,0.425,20
