M,0.480000,0.375000,0.120000,0.589500,0.253500,0.128000,0.172000,11.000000
F,0.625000,0.475000,0.130000,0.859500,0.319500,0.177500,0.240000,13.000000
I,0.395000,0.320000,0.100000,0.307500,0.149000,0.053500,0.090000,8.000000
I,0.545000,0.420000,0.125000,0.717000,0.358000,0.112000,0.220000,8.000000
I,0.510000,0.400000,0.150000,0.745000,0.286500,0.167500,0.235000,13.000000
M,0.590000,0.465000,0.165000,1.115000,0.516500,0.273000,0.275000,10.000000
M,0.415000,0.315000,0.125000,0.388000,0.068000,0.090000,0.125000,12.000000
I,0.160000,0.110000,0.025000,0.018000,0.006500,0.005500,0.005000,3.000000
M,0.635000,0.480000,0.145000,1.181000,0.665000,0.229000,0.225000,10.000000
I,0.625000,0.485000,0.150000,1.044000,0.438000,0.286500,0.278000,9.000000
M,0.565000,0.445000,0.150000,0.796000,0.363500,0.184000,0.219000,8.000000
M,0.610000,0.470000,0.170000,1.118500,0.522500,0.240500,0.310000,9.000000
I,0.435000,0.325000,0.105000,0.335000,0.136000,0.065000,0.115000,8.000000
M,0.680000,0.515000,0.160000,1.234500,0.618000,0.262500,0.325000,11.000000
F,0.545000,0.440000,0.135000,0.918500,0.429000,0.201500,0.237500,10.000000
F,0.550000,0.445000,0.155000,0.990500,0.544000,0.178000,0.218000,9.000000
I,0.500000,0.375000,0.145000,0.579500,0.239000,0.137500,0.185000,9.000000
M,0.460000,0.375000,0.130000,0.573500,0.250500,0.119000,0.195000,9.000000
M,0.750000,0.555000,0.215000,2.201000,1.061500,0.523500,0.528500,11.000000
M,0.490000,0.380000,0.140000,0.760500,0.245000,0.167000,0.185000,10.000000
M,0.350000,0.255000,0.085000,0.214500,0.100000,0.046500,0.060000,13.000000
M,0.690000,0.550000,0.200000,1.846500,0.732000,0.472000,0.570000,19.000000
M,0.625000,0.490000,0.165000,1.183500,0.517000,0.237500,0.390000,11.000000
F,0.580000,0.430000,0.170000,1.480000,0.653500,0.324000,0.415500,10.000000
M,0.660000,0.510000,0.175000,1.218000,0.505500,0.303000,0.370000,11.000000
M,0.495000,0.375000,0.155000,0.976000,0.450000,0.228500,0.247500,9.000000
M,0.550000,0.410000,0.130000,0.870500,0.445500,0.211500,0.213000,9.000000
F,0.530000,0.405000,0.130000,0.635500,0.263500,0.156500,0.185000,9.000000
F,0.635000,0.500000,0.165000,1.459500,0.705000,0.264500,0.390000,9.000000
I,0.545000,0.425000,0.140000,0.814500,0.305000,0.231000,0.244000,10.000000
M,0.610000,0.475000,0.175000,1.024000,0.409000,0.261000,0.322000,9.000000
M,0.500000,0.390000,0.135000,0.659500,0.314500,0.153500,0.156500,6.000000
F,0.570000,0.445000,0.155000,1.017000,0.526500,0.202500,0.265000,10.000000
M,0.515000,0.380000,0.175000,0.956500,0.325000,0.158000,0.310000,14.000000
F,0.520000,0.410000,0.125000,0.698500,0.294500,0.162500,0.215000,10.000000
I,0.520000,0.395000,0.135000,0.633000,0.298500,0.129500,0.175000,9.000000
M,0.485000,0.365000,0.155000,1.029000,0.423500,0.228500,0.313000,8.000000
M,0.630000,0.525000,0.195000,1.313500,0.493500,0.256500,0.465000,10.000000
I,0.505000,0.400000,0.145000,0.704500,0.334000,0.142500,0.207000,8.000000
I,0.500000,0.395000,0.120000,0.537000,0.216500,0.108500,0.178500,9.000000
M,0.640000,0.510000,0.190000,1.613000,0.621500,0.361000,0.470000,14.000000
M,0.610000,0.470000,0.165000,1.052000,0.498000,0.242000,0.267000,9.000000
M,0.650000,0.505000,0.190000,1.274000,0.590000,0.230000,0.391000,11.000000
M,0.515000,0.350000,0.155000,0.922500,0.418500,0.198000,0.273000,9.000000
I,0.530000,0.430000,0.140000,0.677000,0.298000,0.096500,0.230000,8.000000
F,0.570000,0.465000,0.155000,0.872000,0.324500,0.239000,0.285000,14.000000
I,0.235000,0.175000,0.080000,0.064500,0.021500,0.017500,0.021500,5.000000
M,0.575000,0.455000,0.145000,1.165000,0.581000,0.227500,0.300000,14.000000
F,0.710000,0.530000,0.195000,1.874500,0.675500,0.406500,0.685500,12.000000
F,0.510000,0.400000,0.140000,0.814500,0.459000,0.196500,0.195000,10.000000
M,0.680000,0.540000,0.190000,1.623000,0.716500,0.354000,0.471500,12.000000
M,0.630000,0.505000,0.170000,1.091500,0.461500,0.266000,0.300000,9.000000
F,0.615000,0.475000,0.155000,1.004000,0.447500,0.193000,0.289500,10.000000
M,0.575000,0.450000,0.185000,0.925000,0.342000,0.197000,0.350000,12.000000
M,0.660000,0.505000,0.165000,1.374000,0.589000,0.351000,0.345000,10.000000
F,0.505000,0.395000,0.145000,0.651500,0.269500,0.153000,0.205000,15.000000
I,0.560000,0.440000,0.170000,0.944500,0.354500,0.217500,0.300000,12.000000
F,0.500000,0.380000,0.155000,0.655000,0.240500,0.143000,0.205000,17.000000
F,0.620000,0.480000,0.170000,1.104500,0.535000,0.250000,0.287000,10.000000
F,0.615000,0.495000,0.155000,1.080500,0.520000,0.190000,0.320000,9.000000
F,0.600000,0.450000,0.150000,0.962500,0.437500,0.222500,0.277500,9.000000
F,0.675000,0.510000,0.195000,1.382000,0.604500,0.317500,0.396500,10.000000
I,0.375000,0.275000,0.085000,0.220000,0.109000,0.050000,0.060500,7.000000
F,0.585000,0.460000,0.170000,0.932500,0.365000,0.271000,0.290000,9.000000
F,0.675000,0.550000,0.190000,1.551000,0.710500,0.368500,0.412000,13.000000
M,0.425000,0.325000,0.120000,0.375500,0.142000,0.106500,0.105000,9.000000
F,0.680000,0.560000,0.195000,1.664000,0.580000,0.385500,0.545000,11.000000
M,0.560000,0.450000,0.175000,1.011000,0.383500,0.206500,0.370000,15.000000
F,0.605000,0.450000,0.165000,1.222500,0.357000,0.202000,0.385000,13.000000
F,0.605000,0.460000,0.170000,1.122000,0.347000,0.304500,0.315000,13.000000
I,0.550000,0.415000,0.135000,0.809500,0.298500,0.201500,0.280000,12.000000
I,0.475000,0.335000,0.100000,0.442500,0.189500,0.086000,0.135000,9.000000
M,0.470000,0.390000,0.150000,0.635500,0.218500,0.088500,0.255000,9.000000
I,0.355000,0.280000,0.100000,0.227500,0.093500,0.045500,0.085000,11.000000
M,0.625000,0.470000,0.180000,1.136000,0.451000,0.324500,0.305000,11.000000
I,0.515000,0.400000,0.135000,0.696500,0.320000,0.125500,0.175000,9.000000
M,0.600000,0.465000,0.165000,1.038000,0.497500,0.220500,0.251000,9.000000
M,0.555000,0.450000,0.175000,0.874000,0.327500,0.202000,0.305000,10.000000
I,0.435000,0.345000,0.115000,0.418000,0.222000,0.073500,0.106000,7.000000
F,0.640000,0.505000,0.190000,1.276500,0.483500,0.328000,0.400000,12.000000
I,0.480000,0.380000,0.125000,0.523000,0.210500,0.104500,0.175000,15.000000
I,0.460000,0.345000,0.105000,0.449000,0.196000,0.094500,0.126500,7.000000
I,0.440000,0.355000,0.120000,0.495000,0.231000,0.110000,0.125000,7.000000
M,0.495000,0.380000,0.120000,0.474000,0.197000,0.106500,0.154500,10.000000
M,0.590000,0.450000,0.120000,0.748500,0.334500,0.131500,0.220000,14.000000
M,0.555000,0.440000,0.145000,0.850000,0.416500,0.168500,0.230000,8.000000
F,0.665000,0.500000,0.175000,1.435500,0.643000,0.345000,0.370000,9.000000
M,0.365000,0.285000,0.085000,0.220500,0.085500,0.051500,0.070000,9.000000
F,0.415000,0.325000,0.105000,0.380000,0.159500,0.078500,0.120000,12.000000
F,0.630000,0.515000,0.160000,1.336000,0.553000,0.320500,0.350000,11.000000
I,0.295000,0.225000,0.080000,0.124000,0.048500,0.032000,0.040000,9.000000
F,0.650000,0.510000,0.175000,1.350000,0.575000,0.315500,0.388500,10.000000
I,0.530000,0.410000,0.150000,0.612000,0.243500,0.152500,0.189500,11.000000
M,0.265000,0.200000,0.065000,0.084000,0.034000,0.010500,0.030000,7.000000
I,0.380000,0.290000,0.100000,0.237000,0.108000,0.039500,0.082000,6.000000
I,0.510000,0.375000,0.150000,0.841500,0.384500,0.156000,0.255000,10.000000
M,0.475000,0.395000,0.135000,0.592000,0.246500,0.164500,0.200000,13.000000
M,0.400000,0.315000,0.105000,0.287000,0.113500,0.037000,0.113000,10.000000
I,0.485000,0.385000,0.130000,0.568000,0.250500,0.178000,0.154000,7.000000
M,0.670000,0.520000,0.165000,1.390000,0.711000,0.286500,0.300000,11.000000
F,0.360000,0.265000,0.090000,0.216500,0.096000,0.037000,0.073500,10.000000
I,0.560000,0.445000,0.165000,0.832000,0.345500,0.179000,0.279000,9.000000
I,0.555000,0.430000,0.140000,0.766500,0.341000,0.165000,0.230000,9.000000
M,0.685000,0.535000,0.175000,1.432000,0.637000,0.247000,0.460000,11.000000
I,0.515000,0.395000,0.125000,0.556000,0.269500,0.096000,0.170000,8.000000
M,0.620000,0.480000,0.155000,1.255500,0.527000,0.374000,0.317500,11.000000
M,0.630000,0.530000,0.175000,1.413500,0.667000,0.294500,0.355500,13.000000
I,0.440000,0.310000,0.115000,0.362500,0.134000,0.082000,0.120000,11.000000
I,0.400000,0.300000,0.110000,0.315000,0.109000,0.067000,0.120000,9.000000
F,0.575000,0.425000,0.150000,0.876500,0.455000,0.180000,0.228000,8.000000
I,0.450000,0.355000,0.110000,0.458500,0.194000,0.067000,0.140000,8.000000
M,0.680000,0.520000,0.165000,1.477500,0.724000,0.279000,0.406000,11.000000
M,0.555000,0.445000,0.130000,0.862500,0.422500,0.155000,0.240000,9.000000
F,0.615000,0.500000,0.165000,1.176500,0.488000,0.244000,0.345000,17.000000
M,0.260000,0.200000,0.065000,0.096000,0.044000,0.027000,0.030000,6.000000
M,0.460000,0.365000,0.125000,0.467000,0.189500,0.094500,0.158000,10.000000
M,0.615000,0.475000,0.175000,1.224000,0.603500,0.261000,0.311000,9.000000
I,0.375000,0.245000,0.100000,0.394000,0.166000,0.091000,0.112500,6.000000
F,0.735000,0.600000,0.220000,2.555000,1.133500,0.440000,0.600000,11.000000
M,0.545000,0.450000,0.150000,0.780500,0.379500,0.162500,0.216000,8.000000
F,0.510000,0.390000,0.105000,0.612000,0.187000,0.150000,0.195000,13.000000
M,0.655000,0.485000,0.195000,1.620000,0.627500,0.358000,0.485000,17.000000
F,0.585000,0.450000,0.125000,0.874000,0.354500,0.207500,0.225000,6.000000
M,0.635000,0.500000,0.180000,1.291500,0.594000,0.269500,0.370000,9.000000
M,0.455000,0.345000,0.125000,0.440000,0.169000,0.106500,0.135000,12.000000
I,0.470000,0.385000,0.130000,0.587000,0.264000,0.117000,0.174000,8.000000
F,0.510000,0.400000,0.125000,0.545000,0.261000,0.115000,0.138500,6.000000
F,0.665000,0.510000,0.175000,1.380500,0.675000,0.298500,0.325000,10.000000
F,0.505000,0.475000,0.160000,1.115500,0.509000,0.239000,0.306500,8.000000
I,0.275000,0.215000,0.075000,0.115500,0.048500,0.029000,0.035000,7.000000
F,0.480000,0.380000,0.145000,0.590000,0.232000,0.141000,0.230000,12.000000
M,0.320000,0.245000,0.075000,0.155500,0.058500,0.038000,0.049000,11.000000
M,0.560000,0.450000,0.160000,0.922000,0.432000,0.178000,0.260000,15.000000
M,0.545000,0.420000,0.130000,0.879000,0.374000,0.169500,0.230000,13.000000
F,0.600000,0.470000,0.200000,1.031000,0.392000,0.203500,0.290000,15.000000
I,0.580000,0.440000,0.145000,0.790500,0.352500,0.164500,0.242000,10.000000
I,0.560000,0.425000,0.135000,0.820500,0.371500,0.185000,0.236000,9.000000
F,0.580000,0.460000,0.180000,1.051500,0.409500,0.259500,0.276000,8.000000
M,0.510000,0.390000,0.125000,0.656500,0.262000,0.183500,0.175000,10.000000
M,0.500000,0.400000,0.125000,0.672500,0.336000,0.120000,0.182500,7.000000
M,0.645000,0.510000,0.190000,1.474500,0.605000,0.345000,0.480000,9.000000
F,0.505000,0.380000,0.130000,0.693000,0.391000,0.119500,0.151500,8.000000
F,0.590000,0.460000,0.160000,1.011500,0.445000,0.261500,0.256500,8.000000
I,0.385000,0.290000,0.100000,0.257500,0.100000,0.061000,0.086000,6.000000
M,0.550000,0.440000,0.160000,0.991000,0.348000,0.168000,0.375000,20.000000
M,0.375000,0.280000,0.095000,0.222500,0.087500,0.043000,0.080000,10.000000
M,0.605000,0.490000,0.165000,1.124500,0.492000,0.222000,0.355500,11.000000
F,0.740000,0.600000,0.195000,1.974000,0.598000,0.408500,0.710000,16.000000
F,0.490000,0.385000,0.160000,0.656000,0.245500,0.171000,0.205000,9.000000
M,0.635000,0.475000,0.170000,1.193500,0.520500,0.269500,0.366500,10.000000
M,0.600000,0.495000,0.175000,1.300500,0.619500,0.284000,0.328500,11.000000
M,0.585000,0.455000,0.125000,1.027000,0.391000,0.212000,0.250000,17.000000
I,0.440000,0.330000,0.110000,0.380000,0.197000,0.079000,0.090000,7.000000
M,0.640000,0.525000,0.185000,1.707000,0.763000,0.420500,0.443500,11.000000
M,0.625000,0.505000,0.175000,1.131000,0.542500,0.226500,0.323000,8.000000
I,0.370000,0.280000,0.085000,0.198000,0.080500,0.045500,0.058000,5.000000
M,0.580000,0.460000,0.130000,0.921000,0.357000,0.181000,0.290000,13.000000
M,0.600000,0.485000,0.175000,1.267500,0.499500,0.281500,0.380000,13.000000
F,0.625000,0.485000,0.150000,1.094500,0.531000,0.261000,0.296000,10.000000
F,0.435000,0.350000,0.105000,0.419500,0.194000,0.100500,0.130000,7.000000
M,0.650000,0.495000,0.160000,1.304000,0.570000,0.312000,0.372500,9.000000
I,0.525000,0.380000,0.135000,0.615000,0.261000,0.159000,0.175000,8.000000
M,0.525000,0.430000,0.165000,0.864500,0.376000,0.194500,0.251500,16.000000
F,0.515000,0.395000,0.140000,0.686000,0.281000,0.125500,0.220000,12.000000
I,0.275000,0.200000,0.065000,0.103500,0.047500,0.020500,0.030000,7.000000
I,0.295000,0.225000,0.090000,0.110500,0.040500,0.024500,0.032000,7.000000
I,0.415000,0.310000,0.100000,0.280500,0.114000,0.056500,0.097500,6.000000
F,0.670000,0.540000,0.195000,1.619000,0.740000,0.330500,0.465000,11.000000
M,0.650000,0.520000,0.155000,1.368000,0.618500,0.288000,0.365000,9.000000
F,0.520000,0.405000,0.125000,0.643500,0.241500,0.173500,0.210000,12.000000
F,0.570000,0.425000,0.130000,0.782000,0.369500,0.174500,0.196500,8.000000
F,0.625000,0.485000,0.135000,1.302500,0.610000,0.267500,0.360500,14.000000
F,0.595000,0.500000,0.180000,1.053000,0.440500,0.192000,0.390000,13.000000
F,0.545000,0.385000,0.150000,1.118500,0.542500,0.244500,0.284500,9.000000
I,0.460000,0.350000,0.110000,0.394500,0.168500,0.086500,0.125000,9.000000
I,0.130000,0.095000,0.035000,0.010500,0.005000,0.006500,0.003500,4.000000
F,0.600000,0.485000,0.165000,1.140500,0.587000,0.217500,0.288000,9.000000
F,0.400000,0.305000,0.160000,0.368000,0.173000,0.070500,0.105000,7.000000
M,0.610000,0.475000,0.165000,1.116000,0.428000,0.220500,0.315000,15.000000
I,0.285000,0.210000,0.070000,0.109000,0.044000,0.026500,0.033000,5.000000
M,0.595000,0.470000,0.175000,0.991000,0.382000,0.239500,0.500000,12.000000
I,0.335000,0.260000,0.085000,0.192000,0.097000,0.030000,0.054000,6.000000
F,0.590000,0.455000,0.155000,1.066000,0.382000,0.227500,0.415000,20.000000
I,0.240000,0.185000,0.060000,0.065500,0.029500,0.000500,0.020000,4.000000
I,0.435000,0.335000,0.110000,0.411000,0.202500,0.094500,0.100000,7.000000
I,0.380000,0.275000,0.095000,0.250500,0.094500,0.065500,0.075000,6.000000
M,0.675000,0.525000,0.160000,1.283500,0.572000,0.275500,0.354500,13.000000
M,0.640000,0.500000,0.175000,1.273000,0.506500,0.292500,0.405000,13.000000
M,0.600000,0.460000,0.180000,1.140000,0.423000,0.257500,0.365000,10.000000
F,0.640000,0.540000,0.175000,1.571000,0.627000,0.271000,0.475000,18.000000
F,0.560000,0.435000,0.125000,0.877500,0.334500,0.214500,0.290000,13.000000
I,0.455000,0.350000,0.135000,0.536500,0.285500,0.085500,0.132500,7.000000
F,0.720000,0.525000,0.180000,1.445000,0.631000,0.321500,0.435000,7.000000
F,0.685000,0.540000,0.215000,1.702500,0.664000,0.365500,0.473500,14.000000
M,0.505000,0.385000,0.130000,0.643500,0.313500,0.149000,0.151500,7.000000
F,0.460000,0.350000,0.115000,0.460000,0.202500,0.111500,0.116500,6.000000
F,0.725000,0.560000,0.185000,1.792000,0.873000,0.367000,0.435000,11.000000
M,0.700000,0.575000,0.190000,2.273000,1.095000,0.418000,0.638000,12.000000
F,0.635000,0.505000,0.165000,1.251000,0.577000,0.227000,0.382500,11.000000
I,0.500000,0.370000,0.120000,0.544500,0.249000,0.106500,0.152000,8.000000
I,0.585000,0.470000,0.170000,0.985000,0.369500,0.239500,0.315000,10.000000
I,0.515000,0.405000,0.130000,0.573000,0.213000,0.134000,0.195000,9.000000
M,0.655000,0.590000,0.200000,1.545500,0.654000,0.376500,0.415000,11.000000
M,0.610000,0.485000,0.145000,1.330500,0.783000,0.225500,0.286500,9.000000
F,0.610000,0.475000,0.160000,1.115500,0.383500,0.223000,0.379000,10.000000
I,0.430000,0.335000,0.105000,0.378000,0.188000,0.078500,0.090000,6.000000
I,0.425000,0.325000,0.100000,0.398000,0.118500,0.064500,0.094500,6.000000
F,0.495000,0.380000,0.120000,0.573000,0.265500,0.128500,0.144000,7.000000
I,0.360000,0.270000,0.085000,0.196000,0.090500,0.034000,0.053000,7.000000
I,0.360000,0.265000,0.075000,0.184500,0.083000,0.036500,0.055000,7.000000
I,0.375000,0.280000,0.085000,0.214500,0.085500,0.048500,0.072000,7.000000
I,0.550000,0.445000,0.110000,0.793500,0.378000,0.142000,0.260000,10.000000
M,0.585000,0.465000,0.190000,1.171000,0.390500,0.235500,0.400000,17.000000
I,0.375000,0.280000,0.080000,0.226000,0.105000,0.047000,0.065000,6.000000
I,0.550000,0.425000,0.150000,0.806000,0.376000,0.171000,0.245000,14.000000
F,0.620000,0.485000,0.165000,1.166000,0.483000,0.238000,0.355000,13.000000
M,0.450000,0.325000,0.115000,0.430500,0.223500,0.078500,0.115500,8.000000
I,0.470000,0.375000,0.105000,0.468000,0.166500,0.108000,0.170000,10.000000
M,0.560000,0.465000,0.145000,0.887500,0.334500,0.220000,0.269500,9.000000
I,0.525000,0.400000,0.140000,0.605500,0.260500,0.108000,0.210000,9.000000
F,0.515000,0.395000,0.165000,0.756500,0.190500,0.170000,0.320500,10.000000
M,0.625000,0.495000,0.175000,1.207500,0.531000,0.281000,0.352500,11.000000
M,0.710000,0.560000,0.175000,1.724000,0.566000,0.457500,0.462500,13.000000
I,0.255000,0.185000,0.070000,0.075000,0.028000,0.018000,0.025000,6.000000
M,0.550000,0.450000,0.150000,1.014500,0.407000,0.201500,0.287500,10.000000
F,0.565000,0.490000,0.155000,0.924500,0.405000,0.219500,0.255000,11.000000
M,0.515000,0.435000,0.145000,0.881500,0.292000,0.206000,0.255000,10.000000
F,0.480000,0.375000,0.105000,0.525000,0.218500,0.119500,0.155000,12.000000
M,0.600000,0.450000,0.195000,1.340000,0.617000,0.325500,0.360500,10.000000
F,0.605000,0.455000,0.145000,0.977500,0.468000,0.177500,0.275000,9.000000
F,0.345000,0.250000,0.090000,0.203000,0.078000,0.059000,0.055000,6.000000
F,0.650000,0.505000,0.165000,1.357000,0.572500,0.281000,0.430000,11.000000
I,0.425000,0.340000,0.105000,0.389000,0.201500,0.090500,0.088000,6.000000
I,0.350000,0.270000,0.090000,0.205500,0.075000,0.057500,0.062000,6.000000
F,0.580000,0.445000,0.145000,0.888000,0.410000,0.181500,0.242500,8.000000
M,0.350000,0.255000,0.065000,0.179000,0.070500,0.038500,0.060000,10.000000
M,0.460000,0.345000,0.110000,0.459500,0.235000,0.088500,0.116000,7.000000
M,0.570000,0.445000,0.140000,1.063500,0.526500,0.219500,0.240000,8.000000
I,0.650000,0.520000,0.150000,1.238000,0.549500,0.296000,0.330500,10.000000
F,0.580000,0.455000,0.155000,0.836500,0.315000,0.138500,0.320000,18.000000
M,0.630000,0.500000,0.185000,1.362000,0.578500,0.312500,0.384000,10.000000
M,0.700000,0.525000,0.175000,1.758500,0.874500,0.361500,0.470000,10.000000
I,0.340000,0.250000,0.075000,0.176500,0.078500,0.040500,0.050000,7.000000
M,0.630000,0.515000,0.160000,1.016000,0.421500,0.244000,0.355000,19.000000
F,0.555000,0.455000,0.180000,0.958000,0.296000,0.195000,0.390000,14.000000
M,0.630000,0.485000,0.160000,1.243000,0.623000,0.275000,0.300000,10.000000
I,0.540000,0.425000,0.130000,0.720500,0.295500,0.169000,0.225000,10.000000
M,0.675000,0.515000,0.145000,1.265000,0.602500,0.299000,0.325000,10.000000
M,0.465000,0.360000,0.125000,0.436500,0.169000,0.107500,0.145000,11.000000
M,0.455000,0.355000,0.135000,0.474500,0.186500,0.093500,0.168000,13.000000
F,0.505000,0.405000,0.160000,0.683500,0.271000,0.145000,0.215000,10.000000
I,0.250000,0.175000,0.060000,0.063500,0.027500,0.008000,0.020000,4.000000
I,0.380000,0.280000,0.095000,0.288500,0.165000,0.043500,0.067000,7.000000
I,0.305000,0.230000,0.075000,0.145500,0.059500,0.030500,0.050000,6.000000
F,0.570000,0.435000,0.150000,0.829500,0.387500,0.156000,0.245000,10.000000
I,0.440000,0.345000,0.120000,0.487000,0.196500,0.108000,0.160000,14.000000
F,0.565000,0.450000,0.175000,1.236500,0.530500,0.245500,0.308000,10.000000
F,0.615000,0.460000,0.150000,1.026500,0.493500,0.201000,0.274500,10.000000
I,0.300000,0.230000,0.095000,0.138500,0.056000,0.036500,0.037000,6.000000
F,0.615000,0.500000,0.205000,1.105500,0.444500,0.227000,0.390000,16.000000
I,0.380000,0.300000,0.090000,0.277000,0.165500,0.062500,0.082000,6.000000
I,0.490000,0.400000,0.135000,0.624000,0.303500,0.128500,0.169000,8.000000
M,0.295000,0.230000,0.085000,0.125000,0.042000,0.028500,0.043000,8.000000
I,0.440000,0.355000,0.165000,0.435000,0.159000,0.105000,0.140000,16.000000
F,0.640000,0.480000,0.195000,1.143500,0.491500,0.234500,0.353000,9.000000
I,0.470000,0.375000,0.120000,0.487000,0.196000,0.099000,0.135000,8.000000
M,0.625000,0.490000,0.165000,1.205000,0.517500,0.310500,0.346500,10.000000
F,0.550000,0.410000,0.145000,0.828500,0.309500,0.190500,0.250000,13.000000
M,0.615000,0.470000,0.160000,1.017500,0.473000,0.239500,0.280000,10.000000
F,0.505000,0.410000,0.150000,0.634500,0.243000,0.133500,0.215000,17.000000
M,0.530000,0.410000,0.165000,0.732000,0.189000,0.170000,0.310000,11.000000
F,0.560000,0.425000,0.125000,0.932000,0.361000,0.213000,0.335000,9.000000
M,0.480000,0.395000,0.150000,0.681500,0.214500,0.140500,0.249500,18.000000
I,0.470000,0.355000,0.180000,0.480000,0.205500,0.105000,0.150500,8.000000
I,0.540000,0.425000,0.140000,0.742000,0.320000,0.139500,0.250000,9.000000
M,0.625000,0.470000,0.175000,1.179000,0.605000,0.258000,0.271000,9.000000
F,0.655000,0.460000,0.160000,1.494000,0.689500,0.331000,0.182500,9.000000
F,0.455000,0.350000,0.125000,0.448500,0.158500,0.102000,0.133500,16.000000
M,0.440000,0.365000,0.125000,0.516000,0.215500,0.114000,0.155000,10.000000
F,0.640000,0.495000,0.170000,1.226500,0.490000,0.377000,0.287500,11.000000
M,0.590000,0.475000,0.165000,1.077000,0.454500,0.244000,0.309500,9.000000
M,0.440000,0.325000,0.080000,0.413000,0.144000,0.101500,0.130000,8.000000
M,0.575000,0.465000,0.120000,1.053500,0.516000,0.218500,0.235000,9.000000
M,0.650000,0.515000,0.180000,1.463000,0.658000,0.313500,0.411500,11.000000
F,0.585000,0.450000,0.145000,0.983500,0.484500,0.242000,0.220000,9.000000
I,0.320000,0.235000,0.065000,0.138500,0.058000,0.022500,0.050000,5.000000
